A	Coef.DKOvsDFC	Coef.CrATKOvsCrATFL	Coef.DKOvsCrATKO	Coef.DFCvsCrATFL	t.DKOvsDFC	t.CrATKOvsCrATFL	t.DKOvsCrATKO	t.DFCvsCrATFL	p.value.DKOvsDFC	p.value.CrATKOvsCrATFL	p.value.DKOvsCrATKO	p.value.DFCvsCrATFL	F	F.p.value	Res.DKOvsDFC	Res.CrATKOvsCrATFL	Res.DKOvsCrATKO	Res.DFCvsCrATFL
32	7.47483539519543	-0.0553721461087484	0.168569013127705	-0.101651148827406	0.122290010409047	-0.540064600108168	2.01362098658713	-1.0860686291621	1.306579861588	0.602863364548343	0.0763795122236732	0.306971210731674	0.225236360423568	1.45688395057571	0.293004096792978	0	0	0	0
34	5.84100204771591	0.105783190581461	0.182878066451212	0.124857985491762	0.201952861361512	0.5020366852342	1.06298232298583	0.64912111770397	1.04992777653897	0.628251027447855	0.316745165575353	0.53322101421403	0.322377918041407	0.941785274938455	0.461874685554523	0	0	0	0
35	3.53826698903529	0.251837051318999	0.069667843307835	0.0131313883066411	-0.169037819704523	0.955546131311551	0.323750187595359	0.0545799709072408	-0.702597399928407	0.365405687441108	0.753866426153198	0.957720772865381	0.50089264863676	0.409281962396701	0.750448199677311	0	0	0	0
36	10.7939743849457	0.0690240632791141	0.118015252338308	0.0256844439847672	0.0746756330439613	0.759527183060142	1.59047398159247	0.309601881769343	0.900144715082759	0.467858429485376	0.147782355537655	0.764238505960757	0.392568058047691	1.27941081407583	0.341609526257376	0	0	0	0
37	8.37507739764798	-0.0281094414098	-0.0482254929645727	-0.0474794456791088	-0.0675954972338815	-0.448656996447314	-0.942723936869906	-0.830153669948393	-1.18187247761791	0.664777182471665	0.371566244445475	0.428909119996283	0.268925243168737	1.03804871028462	0.423331719241672	0	0	0	0
38	10.1664488856532	0.0537289889713026	0.0864647485361374	0.0330811054102682	0.065816864975103	0.693715208815507	1.36727936604191	0.467889375522739	0.930894281498426	0.506176186702468	0.206228199071952	0.651501292095598	0.377317151819412	1.10966383844022	0.396976451225579	0	0	0	0
39	11.9970420605445	-0.0388387792890139	0.177650314688277	-0.0681214605027147	0.148367633474576	-0.379595545187054	2.12650861369326	-0.729340128306952	1.58849308333068	0.713455120310141	0.0637996756584294	0.485194956264492	0.14822830058723	1.67840118736683	0.243240170966869	0	0	0	0
40	10.9892619590731	0.0192391204432472	0.0396431089702656	0.0223050352365028	0.0427090237635213	0.187586854031955	0.473402473030972	0.238237829232264	0.456170770508308	0.855554424182614	0.647719363975433	0.817279565949128	0.659575350840474	0.166800126991426	0.915972288690734	0	0	0	0
41	13.1542533264103	0.0434802238398539	-0.185388661059513	0.0166023960680448	-0.212266488831322	0.31737155070019	-1.65731484326341	0.132750943334112	-1.69725963138622	0.758536233320378	0.133428546489686	0.897446444534958	0.125469335338157	1.35708696946344	0.319266792754979	0	0	0	0
42	11.5359510368677	-0.0375872833363697	0.0362410246080618	-0.0049045794016962	0.0689237285427353	-0.510466381334376	0.60279869670094	-0.0729656743255291	1.02538177451285	0.622576559605867	0.562209294880601	0.943503307515301	0.333177471108467	0.359163469721658	0.784106530180157	0	0	0	0
