,CrATFL_126_1_Proteins_norm,CrATFL_127N_1_Proteins_norm,CrATFL_127C_1_Proteins_norm,CrATKO_128N_1_Proteins_norm,CrATKO_128C_1_Proteins_norm,CrATKO_129N_1_Proteins_norm,DFC_129C_1_Proteins_norm,DFC_130N_1_Proteins_norm,DKO_130C_1_Proteins_norm,DKO_131_1_Proteins_norm
45,146.0865615367595,167.9163766395016,159.74520874911494,184.7050915277263,169.59177234215466,181.2176121492366,193.0896903962769,188.06792538500173,167.71375756287767,134.675839877586
46,7718.219065886662,8129.072749353809,7366.150020473811,6911.406796932829,8149.341524607232,7271.6728823725225,7881.430011142595,6272.278333511765,8309.568417105369,7497.46305762646
47,12.686795111962777,17.506976488199157,25.49029168569069,25.382306446727718,20.684372470387128,24.890861300230156,29.1801377506593,25.664069645310377,21.33017864266025,16.763046547705187
48,672.5257527668189,825.0868596535151,916.9247984304678,926.0636882833043,798.4569411869828,890.607159205796,882.2417225537619,918.1244836351946,767.6773117373116,782.1485127826988
49,3778.1527067090738,3823.9566332584254,4062.02765620478,3963.0566546342757,3832.9347102528536,4061.358868820887,4072.8923622141356,4034.3308848365177,3953.506787537386,4280.767767537554
50,4289.141642505752,3795.248956758959,3774.0145739910154,3651.9281521507323,3517.7490540171975,3710.053704453411,3707.322055608516,3625.328794678844,3871.218304244378,3781.971888160668
51,5676.02188835903,4891.129210802523,5055.786180819518,5844.373683614622,5022.58735602541,5259.863958663269,5151.88333039363,5148.53697568272,5655.5295715826,5695.435553748152
52,3967.7009623917647,3638.9097742487506,4120.3559749019305,3900.5771310730997,3659.627783632037,3750.121920205001,3811.0415551380875,4115.38065419068,3601.6633996327205,3948.3641740631733
54,5241.530558732503,4760.956369495106,4500.896094551298,3866.5062658811457,5205.2323731304305,3931.7442618062737,4659.673152031849,2950.96225316887,4550.228991035729,4150.949401375497
55,19622.32684772429,22140.11310462451,20344.971989234953,26682.27103382243,19745.643352786887,20402.411677148,23337.657826833398,25521.75071364093,20103.902490105746,21462.22376685677
56,8224.937199368422,8320.425884840415,7812.003343018899,7953.155228059873,7935.368720071334,8063.2225081924435,7838.57469332397,8005.262388138178,7625.747984149497,7464.603676609651
57,142.44381838579991,225.23760610892788,217.61996353726676,183.72884897208291,232.44816635410777,191.8417602651885,222.9439567418359,169.30170845068386,201.38198071452766,187.15560492182212
58,3348.560238561423,3449.6273564112853,3553.76393978156,3435.4951775645964,3460.3147770605883,3619.495489560297,3628.8342263451914,3917.6760228123794,3866.5131177790854,4021.607258126726
60,14440.587521400643,14720.449397160792,14129.513605889208,14999.673994693745,15011.131067720413,15449.737372580255,14411.810014021166,15967.108879801286,17239.594089434002,16320.254482930859
61,59.03756141210401,47.72062945976867,51.887711189377484,48.616879271040006,58.33796313249962,43.40723373088917,51.52268546733573,36.72092178498956,53.43000630587935,46.00313342353184
63,3832.4170184750924,3538.8564623833972,4260.144371655131,4747.174675327033,4250.839361814753,3496.8624655933095,4185.0866212224455,4024.897056864131,3726.089441714905,3934.553709577848
64,31.7797936963028,20.613052961911908,29.844505212072015,34.85185923646844,29.520415079096193,28.22987927952932,33.128605235071944,30.127386105364355,33.2499843547351,31.52595685960464
65,7852.623726973792,8114.8600963983345,7346.556059605095,6787.619240877249,7811.061666098813,7025.395010808456,7809.105643318354,6103.686698134272,7715.251086689287,7335.26153336088
66,8277.56855730815,8342.54491427443,8490.534950879988,8440.202639070352,8221.335189953192,8692.070894293785,8749.12981686352,8739.173628785691,9747.055162101906,9869.148410378772
67,3823.6241901796725,3591.189144788982,3881.5092204235543,6456.868263025273,3608.0172620311687,3597.842463876357,4093.8866527410128,5026.810163135793,3693.466815555543,3883.883591604103
68,6236.878721774017,6310.982653407276,5733.773511989812,4267.058586461621,5685.190142103491,4736.245230091355,5814.744347350025,4171.070670930898,5423.197919896369,5004.8170848992295
69,18546.963947194454,21072.7522800214,21428.626880613105,22197.900854474596,21518.675629884445,22205.076656517514,21293.69992709745,21915.593891938224,21778.112394156116,21380.503914936708
70,757.1881280684319,1024.0640010301443,952.1213577687168,987.5669692888368,993.452336029176,991.2836103998164,984.0351403836195,1071.5002674443222,974.6009565109617,990.5436596371246
71,93.70642726261615,66.92182947908387,74.83804498467906,78.19702870703422,81.63298455545987,77.2021429759171,73.86523318401215,80.44113529142739,82.91584148838028,72.86210573292311
72,9410.964124587756,9870.546292282092,9536.725463374903,9579.96582278399,9597.548826259626,9959.076443893307,9752.714686499232,10737.31925674349,10187.460615253303,10401.756116599041
73,4288.387971509002,4119.410392379164,3645.7467005263657,2767.842893760093,4497.244459107616,3024.9479245190273,3486.400484651379,1920.2404679277686,3076.6691498052837,2430.9274831652247
74,4076.103974091011,4000.344127553508,3848.308342284897,3449.1625733436035,4036.163690253162,3642.9697977784003,4023.0068461915557,3375.18019489491,4329.29434656543,4125.709586971281
75,31329.09844024614,32821.157109486616,33516.55861932027,39021.00069459903,32471.452491254822,35259.928679036195,32675.012994789417,35397.244137552174,32519.948534720126,34728.27021771227
76,14872.566614371335,14582.840797022365,14066.558935320278,13919.266358363222,14680.582746494616,14739.74073134564,13586.580309778923,14388.71787710947,14272.817183518113,14125.628809338685
77,5503.180006437637,5574.842529137353,5454.10600570161,5031.163634763691,5514.2930452850505,5701.626155560851,5583.133022959479,5722.377457831023,5721.924980592841,5776.012470676325
78,369.55001207321277,297.61860029938566,336.0908565675587,327.9198744406092,316.89261901233874,323.3788321769739,317.514568197768,331.1983691380964,329.99041076586155,343.45196506264153
79,6.657427137960665,9.506476480151155,11.248384943151763,12.007783434413497,11.04505326088633,12.647795376133208,9.05258398865338,9.94102302466568,7.841977442154504,8.572012439167425
80,5683.432986493741,5801.491988188878,5186.775437738157,4564.031571888337,5724.349876392088,4856.247512620107,5376.75336883518,4068.414392349657,5795.0122103537215,5050.820218322761
81,4372.799123145031,4290.997586669416,3829.1679453251786,3451.603179732712,4098.518036389621,3671.19967705793,4094.9459976758553,3202.4295600887294,3975.8825631723334,3770.9235165724076
82,3630.30757951323,3830.827650912396,3859.5567272280487,3582.614930700053,3766.8652098377333,3927.494602559893,4099.27968150021,4218.645566834656,4303.9908993520785,4170.284051654952
83,65.82060038285638,65.50997653648716,70.21169311289891,67.75123336165014,68.68014936769319,66.37563013394707,73.48001684406945,77.29652596729845,74.65562524931089,81.05313984146086
84,6508.451504269696,6586.858718390673,6542.659387296942,6527.352975542725,6374.301056007699,6586.769467164157,6715.380150136052,7383.54269305475,6976.0140131421895,6971.236738444237
85,33.28713568980333,29.74303532403728,38.09936835583662,35.24235625872579,36.54908533602386,35.818556505209244,38.04011356934133,37.735311889547276,40.77828269920342,42.28859469989263
86,3075.3545022394524,3018.0709736242256,2748.8694268736117,2422.838774595725,3045.3220031765595,2578.936068375066,2964.721256283982,2085.0788599183984,2801.8862602321897,2504.837279307379
87,32.53346469305306,29.55478826502438,27.032408976284074,38.07345967009157,36.448675760924885,41.68713355973506,31.39513170532981,35.40221464906451,35.236618640080906,30.00204353708599
88,4994.326471798416,5058.480846264985,4467.6045036308415,4075.226924277699,4620.447007754049,4161.934137651899,4558.168646456948,3727.376439197351,4820.202134444302,4426.111000672771
89,3593.1264770068838,3486.994397625345,3550.679705200373,3548.5440655080993,3492.1446123669607,3564.4522840833656,3636.5385531440456,3827.395303506742,3617.242794817801,3776.6381915318525
90,104.63465671549498,79.62850596245423,88.62638781821994,86.78796319669593,78.62069730249088,102.19418663915633,89.75540720664841,102.25052253941841,100.79555005649256,116.57936917267699
91,84.662375301613,85.5582883213604,88.17282390922188,88.64282405241833,92.6780378163462,83.9813612975245,93.5112665210897,85.513085814216,95.0447665989126,84.10096648649818
92,5626.530826239096,5224.138258196333,4963.168430602116,4577.991840434036,5045.279919997776,4869.1988550852675,5036.7036447507635,4379.832154448878,5445.782814929774,5081.8699522690795
93,3710.32231700155,3746.1164743565937,3669.422736576064,3439.7906448094272,3647.980272920557,3477.233087169551,3815.4715430474284,3306.2016677849847,3802.9408206480193,3616.6272926673937
94,8183.736518212742,8680.730755791095,8445.994975016381,8423.899388391106,8759.932150784049,8911.535439660449,8411.487694903746,8897.215607075783,8877.641263015043,8636.01679871321
95,84.15992797044615,99.582694217821,108.58319981413436,108.65579644310749,93.68213356733587,99.46226283791155,97.26712583553099,107.62679009357434,114.70199005391322,98.57814305042538
96,4002.6210519078604,3891.254956855535,3410.9820212289724,3184.6008407642494,3721.6809010431984,3385.9665957353736,3452.5977508214078,2784.7037150318592,3578.242027005486,3241.1731478318607
97,442.9073224235718,539.8925652489804,519.784239711771,485.68067143257844,584.2833175008868,522.6069049418242,459.7557017216089,467.83671622202155,492.47618336730284,434.31529691781617
98,1923.9964428706323,1803.1244547550068,1749.7588481326964,1766.8037772033776,1792.1100963663566,1846.3757601894304,1715.1757535948584,1852.3777699328568,1844.955892890883,1936.8938329212083
99,6365.882074051105,6376.398506414257,5708.283220304121,5053.7148377990525,5944.347255433924,5547.525416698043,5991.366039213753,4735.883081148639,6032.049048505244,5667.052668116242
100,3543.509803054158,3633.7329801258957,3926.7748985415606,4284.33807969651,3713.0456775846874,4321.5999064802045,3968.883950429607,4427.508489363091,3725.6712029179903,3692.4419804626973
101,305.1111418510652,291.78294146998593,275.31329276181935,315.61921823950274,280.54435282651275,271.4722799533232,299.40940022046124,343.1681723718775,258.262457094955,294.1152712461001
102,1987.8072539288212,1237.5361659507662,2762.8391952707516,1613.1431989451107,1976.7633049733563,1431.831618941288,2178.3984023759517,2561.9436480709837,2563.281026592236,2897.816427351877
103,342.7946916885784,317.00804737771375,364.483957270837,306.83303523871234,361.7756990815768,291.9111172811545,271.96273599954407,280.58030292066604,288.3756504728283,270.970837660348
