,DFC_126_2_Proteins_norm,DFC_127N_2_Proteins_norm,DKO_127C_2_Proteins_norm,DKO_128N_2_Proteins_norm,DKO_128C_2_Proteins_norm,S3FL_129N_2_Proteins_norm,S3FL_129C_2_Proteins_norm,S3KO_130N_2_Proteins_norm,S3KO_130C_2_Proteins_norm,S3KO_131_2_Proteins_norm
49,3467.4404415169097,3515.764427106727,3693.9851597533916,3510.1192872773227,3724.456212243558,3599.8390703208756,3761.570953642229,3567.337385688507,3552.0484275776066,3659.8569306753107
50,4248.600282486248,3625.0522813873426,3749.3104502528713,3560.5324156804904,3863.985896820422,3807.845663014691,3974.7527449080967,3765.04750343183,3865.8329046073572,4100.6057091637085
51,4855.343107522699,8658.847157395254,4782.140052368761,5729.512838072803,4919.602965555845,5478.208007983632,4805.629984880373,4831.221484022345,5312.032052229057,6031.613865990376
52,4329.82970188921,4481.909672676999,4222.527918580927,4162.87109270535,4293.671567586583,4525.983692087525,4581.426549984432,4189.993840935027,4380.659432158603,5000.3726455597125
53,7.217998806364039,7.3843144784199675,7.540228426037371,8.417776542272883,11.302109943634068,12.619206836834106,7.637805673470998,6.677281021410401,9.471585966818173,7.612241424670086
54,3703.3720442920926,4084.2643380140844,4973.371146788142,3986.1913161680886,4859.496289946518,3470.7025203572734,5095.18983288095,3944.4994308822347,3371.1716891144983,3275.6562313416043
55,20801.410709337415,23205.20824843475,20115.512518155407,20971.954946568192,18298.93797037582,20988.054490908537,19850.17353992875,20374.471046642328,17826.746929676552,21042.08398499125
56,9117.086611716057,8152.006272382704,8063.411263453625,8430.590268787233,7887.126050938019,8167.571305026928,7791.141873447264,8285.045092346874,7833.103439569025,7985.458747091054
57,118.71992066586823,132.82535668057918,144.53618585331873,130.94319065757819,138.6049664905669,122.72178648821168,143.86145369778285,134.48461307184388,124.55644771417876,105.1576779665139
58,2826.4390549815957,2829.7616120615116,3074.4145830597186,3097.367644154542,3047.5625730739102,2945.638355888001,2886.8005013186144,2922.040774478767,2927.3311338091908,3088.3950922947206
60,14611.491941915645,14021.428635554814,14370.221842017389,14529.924089617223,14851.486198205332,14760.581076987879,13467.771748356752,14647.97224317119,14943.005460316803,15478.18798139382
61,36.305456682756436,34.983189841514594,27.980606689391685,33.01639021580364,38.52992026238887,30.601576579322707,37.80230402945772,34.84706033048553,36.35866871133428,30.666458310813773
63,3568.27696215507,3588.776836512104,4079.4452707374467,3789.682999331252,3644.8277103679543,3890.606627852928,3809.138047203593,4230.057527063489,4026.1369509704946,4031.3343121992107
64,21.977190395496475,9.876520614886706,16.897379364372902,16.180837131257874,16.953164915451104,12.303726665913253,15.372292431416312,20.866503191907505,16.804426715322563,12.070839973405421
65,6816.26869369342,7483.171988499815,7804.136420948677,7058.025038144403,7924.73125311411,6902.706139748256,8469.06963778117,7228.991365804436,6570.021620639143,6826.984348562333
66,10432.378364356337,9172.241621507403,10385.710772547522,10388.939215921782,10636.826653770155,9742.868958491717,9909.617796448485,10007.157600775,10270.356383353172,10275.43846024395
67,2511.5403906382817,2951.4181930934806,3372.2081828253877,3336.2454362541525,3328.060392584101,3533.3779143135494,3272.1713040332393,3381.834172312449,3658.680153462108,4166.288478028005
68,4977.6181619290155,5488.484040016621,5410.068472619005,4563.557256117539,5427.684180749213,4908.976619585441,6766.902464526355,5209.009524311829,4972.378942558749,4379.866223143034
69,23446.107018254294,24338.885128734175,22840.89628660265,24127.592310565356,22191.384634963397,25346.413052180116,22338.551292128708,23220.34908447063,25057.640822774654,24424.96407411464
70,782.3448855494873,839.9657719202713,812.8002858765825,867.4986381064555,754.3644655105577,791.6449088973928,806.320244515799,875.3498089005197,866.3955034378731,828.5381059223055
71,13.35868435804688,9.784216683906456,9.175458687105715,10.288393551666857,12.843306754129625,9.043764899731109,10.924962545597756,13.563227074739878,12.017711226715532,8.155972955003664
72,9421.750800139902,8834.59384198165,9431.372222962911,9625.259821836693,9419.486666386732,9567.461983459723,9101.944016750045,9863.17872875084,9716.625061830695,9887.214147585775
73,3648.644530954288,4469.171730201725,5095.104955112119,4136.4953928728955,4969.743235123966,4240.158657233233,6033.189714450768,3540.941259150744,3948.9384330904068,3048.8114368864362
74,6431.021473819423,6551.3638052541955,7513.701357357816,6694.377091518215,7457.543126625891,5963.837151087798,7376.0899777990235,6641.286303404361,5967.608384147428,6321.749010576374
75,30117.369347867625,35417.84905250059,27706.88731291397,30137.791230897725,26455.773463150563,32623.17351458353,26573.859559695087,29803.417843969568,32530.009235521422,30558.038243665258
76,11021.884177317886,10300.841785602914,10233.452666016934,10534.473219252635,10143.643674411576,10478.148076851252,9578.87180646185,10950.740875113059,10567.641968698788,10075.671495999391
77,7375.609735523899,6805.107311518901,6875.143940410628,6967.674236590675,7131.836867341163,6725.5114437477105,6596.840436936033,7023.247644332228,6753.7500193933365,6700.62114091281
78,282.4715353774106,244.79002495962192,251.46207570206553,256.46159198791383,293.8548585344858,252.4892967936557,252.14426830901724,245.70307508471086,245.34463004370946,280.67421595819275
79,19.3916385842616,23.629806330943897,24.710146167254994,17.583799888303357,16.542179099318957,18.928810255251157,16.339103276159474,18.46685532483814,19.350551975219922,13.484541952272725
80,6471.205258219032,6565.486306694173,7151.497854531179,6240.004219936419,7208.793961411909,6396.991425762129,8285.762301617868,6532.989151838361,6053.056347869583,6347.630631420252
81,3330.4061955214615,3443.8596648731123,3749.582988629715,3363.9305679931836,3665.0687618124625,3240.927795869919,4031.3111793255716,3587.264896236779,3206.0809272627534,3228.4603345086502
82,4015.4696941732363,4081.679827946637,3833.252270321046,3950.1819387372548,3945.361088414588,4056.233717586376,3939.4641490749714,3915.4949914454837,4004.851343797753,4252.306806126777
83,23.593160277518276,21.322208056437656,27.79891443816187,24.224490271651963,31.645907842175394,27.341614813140563,23.590184611733207,24.205143702612705,24.137267463826955,19.90057401020894
84,6276.642484423606,6259.775687287586,6574.534110750897,6591.399625151077,6601.870657438759,6494.790278747593,6413.049695350357,6402.36484185702,6378.654846105258,6871.244095131487
86,2421.8001965233375,2543.8040338846986,2853.3859594386477,2456.681318437106,2868.475503694327,2271.3520705731653,3117.384887789859,2421.349030388947,2203.314954904778,2070.31217489813
87,159.0114363909451,156.45516301152307,153.43910616357974,150.1170150038664,159.87348247540555,162.15680785331824,146.37516189411508,158.79408929041608,173.03467266262447,174.10283601281154
88,4104.348037684435,4359.976179852089,4348.25895643196,4045.2092828144687,4725.617660341471,4128.478676727252,4816.458266341496,4264.591589846096,4097.9376832996,3984.0296690601895
89,3960.7421808354316,3856.0890206309073,3946.991619590911,3872.644863697875,4024.475858020026,4005.5465701250923,3910.0730993947795,3993.5357133832176,3784.967966353017,3953.0369718311754
90,98.35870015239354,70.33559540695019,99.1131230458647,96.05618343238056,92.47180862973329,65.51471549456373,66.61326720280402,79.71004219308666,85.44796372215535,70.35886002516494
91,88.9860748366671,80.67363567673814,68.04374808556615,79.87534630112269,94.11575189426188,92.12020990888897,69.12697539913624,79.8143747090462,90.54021424195007,97.00170501151024
92,6061.933952765643,6660.005532017949,6531.7455855862745,6276.294189918662,6911.1374840782,6128.307480194537,6825.104477379893,6350.720246457049,6091.35007177844,6505.747760441256
93,4039.278317101691,4198.905820291554,4372.151487468681,4135.934207770077,4246.921931001551,4468.145660752036,4759.803150839546,4287.649075873154,4426.184151805568,4219.139182776429
94,9342.783738571768,8935.112822819141,8744.938897816666,9035.547809625243,9124.604343311918,8521.224576629204,8427.496771457214,8393.863906492672,7903.376496742192,9448.205309994442
95,153.0862134901985,129.96393482019144,146.262262240002,139.36096719985107,152.68123069309297,151.6408021559565,135.64356151746597,149.40416285405772,144.21253472058638,162.35823495760627
96,4579.11998902244,4729.099599842108,5262.806902997239,4759.9720421039065,5547.589292605767,4681.9360565794,5487.038268255354,4904.671575257858,4611.745760746887,4378.561267470233
97,151.3625122827086,230.39061172670299,240.37884837704678,221.2939922113071,210.5274843136928,157.74008546042631,229.61757562650152,113.82677491185542,134.4354137225805,123.64454999785555
98,1463.7455191353463,1363.9751880951483,1333.7119701524653,1449.354058878451,1450.9854238545486,1414.6130864091033,1393.0777461904254,1419.0265495656697,1397.1098526108783,1342.038163169336
99,4126.002034103528,4116.016890271289,4295.386511324084,3782.3875929946153,4480.567367472678,3827.6157537257313,4825.256245028658,3883.464909045905,3721.0092998243954,3431.598434241275
100,2780.4377790067088,2717.520031989528,2742.826224565304,3017.5858287038895,2377.141960508344,2663.599083084759,2369.6533804654955,2865.9098808925364,2773.5451681113905,2502.4699952072574
101,484.6832332810718,486.2571084039548,474.30762183543504,444.36507058153853,407.6979296030908,390.98509182791,477.9912816410204,443.62185785995354,431.92468908898786,453.03711107393684
102,1099.2904450766964,1678.1777691519178,1223.424773655967,1068.3093740648985,1405.160505355814,1524.8208261174543,2065.5913697937704,851.5619952617453,1663.8419348377258,2570.327690192888
103,161.1660629003075,346.0474372449557,373.28673015165725,342.8840978219155,338.1385802227248,246.49517354615952,314.5035677949513,209.70835707867042,191.87599958586492,201.50690514162386
104,3040.6089300122185,3106.027277485399,3426.897550445562,3020.672346769389,3386.4203784748665,2924.9218246641985,3566.9519305954304,3121.8375425412814,2848.6049407731643,2868.401315121755
105,6282.352244673417,7068.635034467514,7957.212142609797,6767.892339987398,8655.258541289002,6375.433614082538,8679.254315428336,6638.782323021333,6363.887319597853,6566.536945532549
106,3464.4239644038025,3605.022328364628,3863.7765685276554,3470.4622066781703,3964.985661134898,3355.7625780851095,4163.474221801962,3649.2384107167436,3289.491990776991,3390.2748379359227
107,2515.7419123315376,2441.531278358582,2555.228975170519,2444.522307876045,2521.706221332827,2467.685896942909,2502.009785110835,2497.8247645872875,2533.089098566684,2365.2321569510623
108,3543.175563320998,3680.6192478374523,4048.648434153993,3705.6922956094627,4000.124948414196,3261.9598072646427,3650.387706496765,3354.9163831948886,3289.491990776991,3555.1342379330636
110,6341.819936331819,5954.803499328842,5813.243578097968,6006.364155463111,5883.98118310993,6393.310823768053,5843.50142671216,6514.6266290294825,6467.769230201666,6145.471248442227
111,2836.8889935520037,2770.317880510231,2556.2282825522834,2578.739078300063,2676.2368881985144,3067.5188619204237,2663.757239436366,2882.2900858981834,2832.0042040786334,2889.8243374168983
112,4399.316406816148,4813.650000620017,5634.095018385368,4528.109063789523,5111.94432750569,4332.699507370016,5793.323943869988,4268.660557968518,4008.8232992031926,3746.3102439983495
113,3328.6824943139713,3750.770235382442,4123.323949409448,3565.021896503036,4086.5347162559806,3710.4674502571215,5092.579443600143,3320.9039829920794,3481.6735253940433,2874.1648693432912
114,1951.5529608549937,1791.3423885337038,1738.4314597668806,1791.9575641489575,1875.5337719190575,1832.9397930501539,1855.6967354000296,1894.0524947294443,1908.5754948190597,1929.5944548478
115,1911.6923704317892,1814.5106752097465,1805.7484388475277,1872.2070338519588,1928.037209929939,1789.0880492921551,1748.8641370559099,1747.0479797424557,1785.9541023024028,1921.8734671170632
116,3672.991810510083,3715.8793494719075,4133.6804077295465,3747.781178320827,4098.5560513778455,3828.6673542954677,4238.1120190161355,3955.4543450579863,3811.2439790351573,3582.320814449742
117,52.68061815391067,45.228926180322304,62.774672799901474,49.66488159941001,61.44237951175612,60.15155258890924,62.165937316985456,49.87094262865893,52.45018035388558,56.00434762435849
118,39.429665121331915,36.82926846111959,37.51944987895703,35.07406892613701,38.94090607852102,41.11758227668446,44.95670428055714,38.60303090502888,46.44132474052782,40.77986477501832
119,1562.9660698914847,1479.4474057514403,1650.8557946741096,1586.9379399193779,1677.233115635296,1558.472044349012,1560.3360223309928,1604.634095457687,1559.9600242339136,1497.9803660690063
120,74.9810025258115,61.47441803284622,88.75666472576519,67.24868148771337,63.702801500482934,90.96344928217917,66.70994828727834,63.53850221935835,81.78154334790314,65.24778364002931
121,3061.4010758275654,3003.200698373401,3424.0813205515,2916.198386794736,3265.796041440081,3043.7526890443864,3084.9000434064887,3121.733210025322,2901.6661911894253,3227.1553788358497
122,2016.5149501122698,1964.3199551906914,2061.1168979510344,2166.0809660277523,2188.807710265787,1935.2605284854835,1889.148390628143,2072.4610970202534,1968.4603609318456,2044.2130614421183
123,2847.98532007522,3264.882342702408,3341.229653990704,2990.648943768616,3377.07045115786,2770.231380856007,3444.65035873542,3009.0540927890215,2792.4883400450267,2905.7012981026387
124,209.10650273362089,201.86869705380585,207.0383202763755,213.25033907091304,191.31389740951488,198.33186745224268,190.655098583352,179.76492499828316,193.50551975219923,187.47863165901757
125,2214.3096636717382,2294.1219005831235,2484.550689442121,2227.8113273377535,2608.8352143528423,2103.201139472351,2651.6721038770766,2271.8405350189296,2150.5592395197045,2158.614175424303
126,116.02663752916523,119.62589455040347,134.27057365883414,122.71247581624469,136.6527838639392,112.62642101874438,119.30445824130648,109.54914175751439,113.35349657063038,109.29003759704909
127,5109.912229603867,4797.496812698472,5059.493273871075,5007.7352649981385,4893.197126869353,4777.736868482366,4884.715111980363,4904.775907773818,4707.072690477445,4693.490569839441
128,1341.6859273799664,1228.2884095541813,1307.0032092216825,1305.2230183046454,1308.578838564759,1162.8599100142628,1156.3057703128245,1246.0432381047565,1308.810228597638,1287.1212786056446
129,2499.58221351132,2448.7309849750413,2414.0540959649525,2618.8638131515636,2380.532593491434,2720.490673907486,2161.789048845715,2639.0909911965014,2602.751085677475,2700.1707796365463
130,584.442440664551,555.854272363063,637.8306479422696,633.9521044836177,633.8428749298051,599.41232474962,536.1932944945589,597.0949888364332,572.4708034353221,618.0052573771442
131,4280.488754824812,4163.276502933178,4580.643345754895,4032.208494599181,4568.723825033023,4170.122059288804,5014.171084091473,4335.329035666663,4071.050600555084,3948.4696269763735
132,2535.8876701940767,2324.1206781517044,2529.70121387273,2459.300182250258,2422.453146736913,2435.927559736877,2458.1165727594953,2467.4640024430623,2479.2130880672557,2361.969767769061
133,6236.135506047594,7045.928267446372,6878.959477686454,6552.490791355682,6683.040356124858,6242.93194229578,7205.931269124227,6488.647832555557,6401.569973444334,6287.493924165357
134,3345.273118436062,3452.1670186613346,3733.321532144647,3380.204935974911,3852.7865333308214,3217.161622993882,3947.1986358329164,3569.111038459819,3173.897903977651,3181.046945063562
135,3326.3124051536724,3593.761248785038,4303.108432001351,3750.306511283509,4140.579351077358,3087.814752916332,4250.583878913321,3436.9217407390847,3114.1148828752607,3312.956214322488
136,3151.67992656985,2919.6656408362746,3429.5320880883946,3099.5188537153454,3193.668030708889,2913.985178738942,3383.6445944321263,2952.401536622993,2965.3193226868593,2887.214426071297
137,1621.6796422716102,1592.6120251332266,1587.808583497363,1688.6059743799403,1543.2517395762156,1687.398274198667,1502.8107770687745,1742.8746791040742,1682.3777267297785,1667.6246035330823
138,797.3195397895561,723.3859070922161,766.1962234361347,748.9950505613472,771.7286162421409,791.9603890683137,770.3548810913533,751.4027799405893,771.2722637281078,767.6401745249448
139,3135.6279590751,2739.488367562828,2916.2514783641636,2783.1039865763546,2845.8712838070587,3010.9427512686175,2980.0010667518554,2852.868316397594,2873.5569683201584,2743.0168242268323
140,286.9962510470716,253.55889840274563,246.10215429078593,273.48420677339897,288.5120429247679,260.1659809527298,259.20198747564234,269.38655620752587,256.6494261976537,231.52088561603733
141,2307.60499152713,2404.4250981045216,2507.8072975995374,2366.330516883377,2669.9693545024993,2308.2632505709053,2642.003995429645,2517.752275135559,2264.9311861942942,2335.979400619116
142,4986.021205315529,4572.644436830585,4867.0811798187,4844.898054330392,4596.568114075976,4709.803471677409,4783.296654366805,4763.614013680564,4813.602571351549,4474.5842557271435
143,1090.0255510864379,1086.6018754994982,1100.6008118246114,1119.0030950194753,1117.9841663334755,1056.0172921290675,1112.5092390459592,1106.550664266855,1071.9187344167879,1220.0248077624815
144,2259.0181637410083,2035.486285976464,2274.6052931460686,2414.7794974266812,2122.6389938685115,2309.2096910836676,2066.751542807462,2313.1562113389064,2342.6389291263613,2180.2546903315792
145,472.94051880504674,419.98288596013566,440.24032472984453,440.3432440113415,492.56650063437934,425.89823074315103,437.1918639928589,480.8685660575084,457.8951667399409,434.76773165472866
146,2983.2958648631784,3069.8441365411413,3442.4322379257114,2939.8616919635692,3442.4171959228715,2968.3529281943024,3665.566636759233,2967.008088857328,2809.394611770745,2845.890829765945
147,639.4931479787602,708.2480624114551,619.570576693673,616.8359588476629,681.9282154172665,612.7676519852695,673.2870722791396,650.4089044917569,612.8014275520962,672.9221419408356
148,198.22563886134077,204.63781498321333,191.86701729868582,182.01103501403367,212.68515984838658,180.87529799462217,192.492039188364,202.4050809615028,179.6545983383576,210.75034115729468
149,2194.0561744837314,2461.2843195883556,2697.1306233810055,2271.3031728061633,2770.7636259089086,2195.426509438213,3019.9303546397477,2387.962625281895,2164.613850954338,2119.7917441584855
150,1172.1168210931455,1174.6598256546563,1296.465058650353,1216.1816486574921,1398.7902252057656,1190.622165055298,1348.5077662477654,1263.049438206161,1193.6235218398815,1357.371392324743
151,2738.422562074142,2734.5039552898943,2710.2124654695526,2701.7321466677167,2864.6738848951045,2629.8427047962277,2866.9808790013794,2665.4871177342648,2619.9628924343815,2661.457094676796
152,3603.6128369086136,3445.0596159758556,3619.854721251627,3642.6525023928857,3553.2806198245185,3165.4228749628614,3723.9620117817203,3487.0013483996627,3210.0528826681934,3391.03606207839
153,12515.794467584308,12073.631084009587,12178.104830929657,12587.288325361582,12399.031086890773,12119.801726266396,11422.290044133639,12628.929394322218,12307.867661333434,12312.800504403864
154,1490.6783505023764,1647.163648342554,1972.1785409740394,1614.9971950602876,1957.0117099672557,1407.5673625918707,1950.250836015911,1552.3635049619588,1423.487710303415,1365.41861897368
155,1132.148499344473,923.6854373193577,952.9758577003856,1052.4091294850498,1144.2872585659331,986.7168145834534,1014.2812572200535,1176.244784927826,1032.1991803623891,838.3252734683099
156,1751.819083437099,1616.7033511190716,1648.7663337849667,1738.9255719326384,1794.261326778925,1705.8012841690502,1497.3966363382128,1628.5262416124212,1683.803556875321,1780.6120155364
157,1428.3019130563348,1541.5679513011485,1894.4142574476782,1573.6565591526805,1795.3915377732885,1243.2021935421067,1852.5062596123769,1462.9505387846352,1268.5814494912597,1226.7670787386176
158,4174.804324540585,4064.4189928533306,4515.234135312161,4052.6917508520446,4714.726536213969,3918.1585627800164,4583.263490589445,4135.532267604149,3927.0417558552895,3969.6751566593834
159,2614.74700043674,2468.7609379977557,2536.787211670693,2658.7079554516554,2466.9423613332183,2570.427272606134,2294.5321778289517,2721.722343836455,2581.771013535921,2600.2329243612344
160,9108.791299655013,9225.685597544967,11997.139348704759,8781.143896347663,12049.282157362315,7925.072213645765,11966.411187555093,8471.591630882527,7838.297535099216,8103.339742867373
161,2433.7583736502984,2359.47308371714,2521.888447069848,2563.212957122093,2539.2758649724765,2470.3148983672495,2518.9289748938404,2472.36763069316,2405.7828355718157,2534.115170272672
162,70.1330928797461,69.96637968302919,68.22544033679596,63.413916618455715,64.83301249484634,80.44744358481742,67.29003479412422,63.851499767236966,79.33726309840169,80.25477387723605
163,149.63881107521865,144.17874019114984,130.6367286342378,168.72965424733647,134.08412251311327,135.76163355294025,147.34197273885823,137.0929259708323,120.58449230873889,145.28506490513192
164,1589.4679759566425,1786.3579762607703,1806.0209772243725,1586.8444090689081,1894.130880099037,1628.0880020655468,1852.216216358954,1650.1230724160453,1569.7371452319194,1636.1969210798015
165,8798.632813632295,9063.50759081267,7799.594114667932,8196.014895809227,8328.113831647814,8232.244740065702,8036.711828012028,8247.5897191174,8469.125529491386,8591.284418188727
