,DFC_126_2_Proteins_norm,DFC_127N_2_Proteins_norm,DKO_127C_2_Proteins_norm,DKO_128N_2_Proteins_norm,DKO_128C_2_Proteins_norm,S3FL_129N_2_Proteins_norm,S3FL_129C_2_Proteins_norm,S3KO_130N_2_Proteins_norm,S3KO_130C_2_Proteins_norm,S3KO_131_2_Proteins_norm
513,124.21421826474234,110.94932503826001,115.37457953093325,119.15830349839615,121.54905512108276,137.12871429359728,117.27415546734582,127.49433450255485,115.59408679934006,123.10081846752196
514,928.428562884258,952.3919598542153,1019.929452278573,880.967080574092,1043.2874942514577,932.7697053559876,990.3043482704231,943.6876068540168,959.9910679917,917.6013305909455
515,675.0444853832398,726.5242407455446,823.8835132016012,686.9840966999369,834.9176854724586,674.181125257862,850.0200946981901,672.4230653592193,668.1032681970668,577.3341389081926
516,623.117986507606,663.0191362311327,617.7536541813748,628.3402534554358,702.785745585973,658.9329169966876,708.6723491967394,604.9199275333984,649.1600962634304,763.8340538126098
517,495.56409715335195,467.1501946910432,480.39431225163383,477.47499164781186,479.7231938802497,490.4665057249522,473.2539085017789,488.17184217467604,466.0427675716125,475.9825816540138
518,510.64648271888876,508.7792675631358,504.10515103712487,491.1304958163879,502.53290667558394,537.4730511921593,594.0085830102001,514.1506386486009,448.01620073153913,514.8050129198313
519,206.95187622425848,210.36065870398883,211.489780431506,221.7616464636556,197.88967046762923,221.99288027130663,205.54398559239672,211.16901230210394,213.5689868001904,221.73371807003295
520,151.14704963177235,128.67167978646793,146.4439544912318,148.24639799447243,146.1054576349786,132.71199190070536,146.08511864069212,134.69327810376294,146.55496995969196,128.3206411587243
521,352.6046282571567,353.8009674472967,363.657040836477,352.1436520184156,395.06011575702723,355.86163279872176,395.03891116205693,376.5360500979709,345.5601202732695,351.9030464318914
522,987.4653292407878,867.3800394214055,996.7636902467714,997.6000511098063,996.5378576664258,989.1354958938466,932.7791030082049,951.0952154871441,1067.6412439801602,1001.87971779265
523,533.0545984162577,632.7434468696109,541.6246009160819,551.3643635188738,574.969156768875,578.0648331839757,610.3476862863596,580.8191163467454,568.1933129986944,552.6487274310482
524,274.06849199089726,280.97316590387976,291.4343709726251,306.0329427368541,293.3411262643206,289.6107969053427,290.9133831832181,308.40691717639294,297.8966554079909,313.2981077782074
526,628.9354780828844,545.4239281622948,553.5254433716348,603.0869238286172,586.8877454367074,573.9635909620046,573.2221498482221,562.0392634740286,524.8073385700434,578.8565871931266
527,356.2674933230728,353.70866351631645,336.5848954032344,337.92696274702143,331.1518213484782,346.92302795596424,332.4862495071742,341.48032473556634,370.91952786184714,358.42782479589437
528,1125.1459631890452,1144.7533520170555,1180.4545562401156,1149.8682756744759,1109.4562106487333,1206.7116537722613,913.1528428599187,1041.6558393400226,1091.880356454383,1146.403558555315
529,422.5222584859666,390.907147701357,439.51355572492525,398.72201555232556,419.00003954672485,437.6761571241962,392.2351597123017,419.83404422117894,421.74018804939845,453.68958891033714
530,159.33463036734946,510.71765011372094,535.0836798718085,512.1749371720701,525.034380108819,338.29990328412765,538.9970459443141,209.70835707867042,234.44721393134873,213.57774511502927
531,267.4968811373419,275.896449699966,252.73392146067422,274.41951527809596,233.43994356306004,259.11438038299366,234.35494876574302,263.1266052499536,282.51805883821083,244.78793495617663
532,116.56529415650583,115.749129449233,131.99942051846142,118.59711839557795,124.83694165013995,145.85699902240754,129.3592910266354,118.62607064599416,130.9726833691201,134.08419538026024
533,242.0722883268656,233.89816110395248,242.4683092661896,238.87779209961047,264.4693726810372,269.3149059094346,235.90184611733207,242.57309960592474,257.36234127042496,249.3552798109787
534,11.311789174152599,15.59936433566218,14.989610726459832,12.159010561060832,10.891124127501921,12.514046779860488,15.372292431416312,14.71088475029479,14.56383648661289,17.073170052474335
535,534.9937622746838,492.9952953655131,603.6725047110641,564.9263368369801,542.3985308404023,572.0707099364795,522.9479859215775,562.0392634740286,613.8198776560552,563.0883728134529
537,495.9950224552244,480.8111764761201,522.3652222857214,487.66985434900903,489.79234637548734,589.1066391662056,516.5670343462726,483.9985415362945,522.9741283829173,516.3274612047653
538,415.3042596796025,424.6903864401284,403.9018744838813,385.9082890379769,412.3215200345775,464.1764914815478,510.862850362288,460.21072789752003,424.2863133092958,389.2030294127748
539,650.4817431765084,584.0069713120392,599.856967435238,636.4774374462996,595.4157011214494,606.563208623826,619.6290703958939,622.0304601507628,621.7637884669349,607.4568656886729
540,42.553873559907395,44.95201438738155,50.6012919675038,48.63604224424333,52.09245219474976,49.00458654970578,45.3434286184544,47.57562727754911,57.440585863284404,49.91455448462242
541,642.4018937663994,596.9295216492742,643.8264922328535,650.6005958672242,630.452241946715,659.1432371106347,667.0994828727834,612.1188711346067,602.1077014605273,586.2513360056633
542,597.5856623716617,538.9626529936774,546.2577533224422,584.4742845851472,515.2734669756805,555.2451008207006,540.4472622114288,572.4725150699824,556.3792917927707,537.9679761120416
543,387.07865240695514,375.49239122765533,343.5800470755823,357.4749104951884,378.8261760198074,384.3600082385721,364.2943262992243,379.24869551291886,375.09517328807885,344.5082976193548
544,403.6692765290456,404.7527373483945,475.1252369659692,437.5373184972505,413.34898457490783,387.7251300617279,462.32894595618114,425.36366756703444,415.6294874256448,418.564532050788
546,414.8733343777301,402.72205086682897,403.9018744838813,413.5934207770076,416.43137819589896,404.65589923448033,418.9191390272131,414.6174184232021,385.0759843068765,395.18407624644414
547,614.1762864937521,580.3148140728292,619.3888844424432,647.3270161007847,588.737181609302,633.2738630951249,601.9364319370941,643.0012958586296,651.0951514609524,670.3122305952344
548,404.1002018309181,355.6470460669017,377.28395967871325,389.4624613558254,388.79258206101196,377.4194444783133,375.89605643614226,389.16028452907494,373.2619631009527,375.2835022362353
549,675.7986046615166,706.1250719989093,773.1913751084826,665.9396553442548,786.9350914390303,643.369228564592,763.3938430092026,708.6264483971789,628.485559153064,602.0195503853371
550,247.24339194933538,226.1446309016115,253.2789982143637,241.49665591276204,243.20085669619854,238.5030092161646,236.57861370865228,236.83481122815016,250.13134553231646,240.438082713508
551,1451.8950733338531,1295.5779752387832,1423.8313267624542,1405.2074974567533,1374.8503014160679,1324.2805974687658,1321.2437004260082,1371.9725848679184,1402.1002581202772,1299.1921185790502
552,745.285309588454,764.3688524474469,729.1310041852522,773.1260099825295,729.4998236345626,761.1484923750437,654.4342608066479,839.2507583785198,747.033151253885,751.1107360028041
553,392.35748735489295,363.40057626924266,423.5246376167014,403.1179655244014,440.9877807097948,383.83420795370404,428.10384205227314,395.62890051856624,380.08557879747764,369.0849627904324
554,1494.1257529173563,1338.4069992136192,1481.6094626535357,1458.9877364768302,1482.1175994265586,1400.5216387746384,1412.1239198318656,1600.9824573991032,1466.2626146696907,1439.3661070990465
555,129.70851586361647,147.31707384447836,135.2698810405981,122.71247581624469,110.45243808551477,131.02943098912746,143.7647726133085,107.35815892236411,125.7785878389295,114.83609920645158
556,1134.1953945283672,1110.1393778994618,1179.727787235196,1179.1434318714917,1059.3159410806113,1205.7652132594988,1229.203308006459,1196.4852930239763,1191.0773965799842,1122.261878608504
557,21.65399641909212,13.38406999213619,15.625533605764188,8.885430794621376,11.404856397667105,13.565647349596663,8.12121109584258,8.242268760803464,9.064205925234596,10.765884300604837
558,1102.7378474916761,1073.4947173003027,1091.970429891195,1095.9945058039293,1043.1847477974245,1095.6626336081213,1119.5669582125843,1077.0245622503057,1085.8715008410254,1030.4799962881962
559,1467.947040828603,1318.9308697767865,1430.6447861835723,1396.322066662132,1463.931477062711,1357.3008553584816,1506.6780204477473,1364.6693087507508,1316.2449143565384,1322.1375891591272
560,907.8518797198471,760.9536070011776,857.6782719303471,852.7207637322431,866.255353952535,834.760532256576,800.0359740249684,940.8706289231093,822.8058389884303,784.6045982713524
561,224.0811569736896,194.20747078244514,213.21585681818922,248.04381544564094,235.18663328162168,210.74075417512955,183.5973794167269,207.100044179682,221.71658763186196,221.29873284576607
562,369.5184463556516,388.13802977194956,373.6501146541169,386.0018198884465,402.4578604474059,405.286859576322,441.9292371321004,370.0674341084796,395.15864033607,391.2692092280424
563,708.2257336274208,793.3522867752453,757.3841492514886,693.9053796346947,743.6788342911217,742.4300022337399,881.0547228144455,632.2550467147973,789.0951405473892,1008.2957498505863
564,145.32955805649388,146.20942667271535,150.35033789267285,173.4997276212911,169.53164915451103,151.95628232687736,133.22653440560805,162.34139483304037,172.83098264183266,179.648897622214
565,295.72248840998935,274.5118907352623,304.5162130611718,271.2394663621262,326.6309773710246,269.3149059094346,285.01583703028484,299.3299882879131,272.23171278822554,263.4922995996517
566,222.5729184171359,229.74448420984123,210.49047304974198,208.6673273978978,232.10423966063058,227.8818434618292,189.39824448518587,216.2813055841213,217.23540717444263,214.44771556356298
567,392.8961439822336,416.9368562377874,443.6016313775961,453.4375630770993,486.093474030298,458.4978484049725,474.9941680223166,427.0329878223871,432.4339141409674,491.6420497276209
568,726.5400589570012,688.8642369056026,700.1510901140965,704.8484891396495,770.8038981558436,651.8871931794552,722.014338854195,736.7962277062541,695.1940409623747,716.8556495917887
569,596.4006177915122,635.5125647990185,753.5686119756624,656.9606936991637,803.9910028085145,607.1941689656677,778.7661354406188,609.09322817178,602.413236491715,586.9038138420636
570,735.1585649944508,503.5179434972615,534.9019876205787,660.0472117646638,770.1874194316454,587.1085980837067,630.650714025966,704.766145306676,618.5047481342663,476.7438057964808
571,195.96328102651026,192.63830395578088,199.13470734787848,206.98377208944325,214.94558183711337,215.57811679591597,205.2539423389738,193.43248458898256,215.19850696652475,215.7526712363636
572,397.6363223028309,381.0306270864703,423.5246376167014,403.2114963748711,411.3968019482801,405.3920196332956,408.86430624188415,398.7588759973524,415.52764241524886,435.2027168789955
573,106.33081823703444,95.53456856455833,128.45642161948,130.1014130033509,94.423991256361,98.11433315638517,86.33620843556457,129.99831488558374,95.83615478253655,165.62062413960774
575,295.399294433585,275.527233976045,271.2665310861155,281.3407982128537,277.723665251299,279.7257515498227,277.8614367791854,266.1522482127802,288.9342944931522,302.31473086546913
576,943.7264111007311,933.1927422103234,975.5965429784978,957.4753162583056,975.8858204057854,887.2354006864113,962.6535581107687,899.9722826669706,873.9320342071693,956.9674933870965
577,900.7416122389512,847.8116060535925,801.1719817978742,848.7924680125157,831.3215595813024,843.8042971563071,751.9854750412331,784.2675224678436,762.5135928340609,809.8337412788305
578,481.1280995406239,501.30264915373556,474.4893140866648,475.2302512365391,464.20847932126117,501.6134717641557,509.2192719262247,460.62805796135814,493.3372303577121,488.05342162741925
579,520.0191080346152,531.8552503081982,575.5102057704427,538.1765136026463,554.4198659622676,531.5840880016367,598.4559128960186,523.1232350211211,536.3158247447795,509.5851902286289
580,861.5274097685556,808.767043248947,852.2275043934526,863.570342386728,831.0133202192031,840.0185351052569,851.7603542187277,896.0076470605081,853.0538070760109,860.1832809877197
581,685.1712299772431,660.1577143707451,696.9714757175748,635.5421289416026,715.4235594320365,653.3594339770857,739.416934059572,663.6591340186181,632.4575145585038,624.0950505168803
582,475.63380194174977,429.76710264404215,483.02884989446625,477.38146079734213,486.8126992085293,483.42078190771986,450.8238969037375,485.0418666958899,485.80069958841597,513.5000572470307
583,699.2840336135669,666.9882052632836,710.2350100573512,714.7627592894376,703.1967314021051,648.627231413273,672.223580349922,690.6812556521384,721.6737436653073,712.3970510430534
584,607.3892129892604,600.6216788884841,614.4831936592382,576.6176931456924,676.3799068994825,564.8146660052998,712.4429114912377,607.9455704962252,556.4811368031666,557.2160722858503
585,254.03046545382693,242.48242668511568,244.10353952725796,239.43897720242867,252.85902337530405,275.6245093278516,265.87298230437017,256.13632668066464,272.23171278822554,247.94157783211136
586,1079.7910751669665,1042.1113807670179,1092.3338143936546,1058.3015730646407,1152.7124677966422,1034.5646405064495,961.1066607591796,1121.6788790809878,977.1010297382102,1068.8674423297468
587,347.97218126202756,352.50871241357316,385.1875726072102,344.8482456817791,375.1273036746181,316.11113126269436,395.4256354999542,321.03115160749695,330.7925937658648,377.1321894393694
588,1023.8785172490124,955.2533817146032,1008.3011481998648,1016.8674063065644,1033.8348204804183,1010.3778274025174,941.9638060332649,1008.5824317808492,987.9984458505709,935.5444710919535
589,16.698355447558598,36.09083701327759,18.895994127900877,19.641478598636727,50.03752311408902,23.976492989984802,16.629146529582425,29.83909956442773,38.701103950439844,66.77023192496333
591,192.08495330965795,218.6680124922113,198.0445538404996,196.41478598636726,205.18466870397486,187.71070169790733,209.60459114031804,171.41832372152015,179.6545983383576,225.53983878236798
593,673.32078417575,642.0661438986162,688.1594015329287,665.565531942376,700.011591327081,671.9727640614161,703.1615273817033,636.1153498053003,635.7165548911724,606.5868952401391
594,480.8049055642195,430.3209262299236,504.1959971627398,479.81326290955434,514.5542417974493,462.3887705129963,466.5829136730511,480.65990102558936,425.1010733924629,436.3989262457294
595,664.1636215109597,625.6360441841317,634.2876490432882,666.5943712975427,665.0777969558484,671.5521238335217,668.0662937175265,688.1772752691095,701.610276617316,681.2956075079727
596,1046.071170295445,979.5293155624087,1086.4288162286857,1030.7099721760796,1033.6293275723522,1260.658762999727,961.6867472660256,999.9228329562076,1061.9379233979903,1172.6114183173934
597,457.4272079376375,428.19793581737787,457.86447309913666,433.70255362799287,461.74256442446824,402.86817826592886,419.3058633651103,408.56613249754895,386.9091944940025,381.8082806002382
598,324.59448363544556,307.6490019571719,326.2284370831349,315.4795586342937,311.83548799026727,320.7381737695335,286.7560965508225,319.98782644790157,322.95052796538096,303.29344762006957
599,1925.8051740681128,2058.654572652507,2127.7979541523764,2325.270473527179,2325.1522547676273,2041.1567058579164,1906.3576236645713,2224.682237805219,1995.8566687283412,2298.1356861078993
601,232.3764690347348,256.2357124011729,270.2672237043515,237.6618910435044,264.9831049512024,250.80673588207785,266.2597066422674,251.02403339864728,261.5379866966567,243.0479940591092
602,385.7858765013377,339.40155421437777,398.26941469575695,360.09377430834,409.4446193216524,343.66306618978217,389.0446839246493,377.05771267776856,340.8752497950583,338.0922655614185
603,433.61858500918294,429.1209751271803,415.4393324369746,424.1624068800836,440.3713019855966,493.4109873202135,466.2928704196281,436.9445768385431,445.67376549243363,503.821636007093
604,369.84164033205593,331.00189649517506,359.0238884301167,387.03065924361323,336.083651142064,352.1810308046451,355.6897097810101,353.0612340070749,343.0139950133721,329.2838147700146
605,543.9354622885378,554.0081937434582,526.2716056871624,535.183526387616,524.3151549305878,589.4221193371263,469.4833462072806,552.4406720057511,551.287041272976,530.8994662177051
606,548.567909283667,525.0247594156597,546.2577533224422,505.6277776391912,563.3588074631418,553.4573798521491,525.5583752023841,502.9870594409304,427.5453536419644,554.0624294099156
607,428.55521271218134,427.92102402443714,438.69594059439106,461.94887046984184,441.50151297995995,416.43382561552545,417.2755605911497,452.59445423247377,426.52690353800546,488.5971531577528
608,268.5741943920231,228.17531738317697,240.46969450266164,252.8138888195956,227.9943814993091,237.13592847550757,257.46172795510466,257.2839843562195,235.87304407689126,254.79259511431445
609,547.2751333780495,565.9154008399103,485.93592591414324,548.0907837524344,565.3109900897696,532.0047282295311,546.0547651109391,577.4804758360402,499.8553110230494,726.8603097499265
610,49.125484413462715,51.59789741795952,52.69075285664668,49.01016564612212,55.174845815740866,47.742665866022364,60.23231562749913,48.0972898573468,49.19114002121696,49.26207664822213
611,272.021596807003,261.4970364670471,300.7006757853457,309.2129916528239,296.5262663393448,305.1744853374381,291.3967886055897,295.2610201654912,278.0368783807915,285.13281450692807
612,748.6249806779658,697.9100221416672,763.834224170147,735.058953841362,745.5282704637165,805.7363565318577,707.5121761830476,713.9474067111151,776.6700492790902,715.7681865311216
613,452.5792982915721,444.07421194598084,436.1522490771737,432.112529170008,434.8229934678125,418.3267066410506,434.77483688100097,427.24165285430615,398.01030062715506,391.48670184017584
614,340.323257153791,311.80267885128313,317.5980551497186,317.63076819509683,324.06231602019864,330.62321912505354,330.3592656487392,322.70047186284955,334.9682391920964,329.7187999942814
615,365.74784996426735,352.6933202755337,337.4933566593835,332.5021734197789,363.6197008229179,353.2326313743813,359.94367749788006,357.23453464545645,348.5136255747504,364.8438568538306
616,443.31440430131374,467.24249862202345,445.0551693874346,446.8904035442204,420.54123635722044,426.0033908001247,437.9653126686534,441.0135449609651,446.1829905444131,464.6729658230754
617,100.29786401081971,99.31902973474855,118.91757842991467,113.26585991880512,119.08314022428988,105.79101731545924,114.7604472710136,117.79141051831786,118.24205706963332,109.29003759704909
618,197.90244488493641,196.05354940205015,211.7623188083507,202.58782211736738,216.58952510164198,204.01051052881803,250.59737095742815,208.97802946695367,210.92101652989714,191.06725975921916
619,153.1939448156666,149.71697604996484,182.2373279835056,143.4763246205178,221.21311553312867,157.31944523253185,180.2135414601258,149.09116530617914,143.7033096686069,212.92526727862898
620,717.4906276176791,691.7256587659905,724.5886979045068,769.1977142628022,697.4429299762551,702.784660754686,667.6795693796292,735.43990499878,747.3386862850725,682.2743242625731
621,55.912557917954274,62.30515341166848,52.8724451078765,46.85895608531905,52.811677372981016,61.203153158645414,49.88743958874728,52.896585591485525,55.199995634574734,53.39443627875732
622,428.55521271218134,443.7049962220598,487.93454067767124,425.5653696371291,560.5846532042499,402.9733383229024,473.06054633283026,377.8923728054449,358.3925915831521,543.0790524971773
623,120.65908452429439,108.64172676375378,119.19011680675938,113.07879821786574,112.1991278040764,119.46182472202952,122.88165836685617,111.00979698094793,124.45460270378288,114.40111398218473
624,507.7377369312495,517.6404449372396,671.0803299173259,530.0393296117826,638.0554795451598,468.0674135895717,608.4140645968732,521.5582472817281,459.52468690627524,461.7368155592741
625,612.1293913098579,534.8089760995662,591.4082777530515,599.6262823612384,583.394365999584,600.1484451484354,617.212043284036,581.7581089903813,608.8294721466563,604.1944765066714
626,144.25224480181268,147.77859349937958,138.26780318589007,156.47711283580594,146.51644345111075,137.44419446451812,143.6680915288342,150.86481807749124,147.87895509483855,134.41043429846036
627,163.10522675873366,150.7323192907476,161.79694972015128,172.0032340137759,169.12066333837888,151.95628232687736,166.19478421134994,186.33787350373402,168.55349220520512,165.94686305780786
628,509.46143813873937,528.440004861929,474.76185246350957,481.02916396566036,481.9836158689766,498.5638301119208,565.6810252592254,464.9056911156992,546.7040158051607,637.253353550953
630,350.5577330732624,326.3866999461626,348.0315072307128,341.20054251346085,346.25555009133467,312.1150490976969,360.52376400472593,334.4900461662773,347.6988654915832,339.50596754028584
631,753.5806216494993,850.3038121900593,919.9078679765591,802.4946970300149,960.7820916629289,714.1419469078368,1017.3750519232317,764.3400119195719,740.0058455365682,839.086497610777
632,451.8251790132952,412.3216596887749,455.50247383314905,475.1367203860694,491.1280502779168,431.26139364880555,460.6853675201178,448.62981862601134,444.75716039887055,462.7155323138745
633,487.5919790687111,474.1652934455422,499.1086141283049,461.1070928156146,525.034380108819,480.47630031245853,538.9003648598398,474.6086150999362,468.6907378419057,452.4933795436033
634,586.381604522977,595.3603548226099,617.0268851764556,610.6629227166628,638.774704723391,559.4515030996454,619.1456649735223,605.0242600493581,584.997739714017,611.589225319208
635,181.6350147392503,173.71599810482974,172.88017704517006,170.413209555791,171.17559241903962,174.56569457620512,171.80228711086028,173.71363907262997,171.71068752747783,162.14074234547283
636,407.5476042458979,370.87719467864287,355.9351201592098,333.4374819244759,309.8833053636396,374.15948271213125,289.0764425782061,336.05503390567037,312.8678719361874,320.47536397861063
637,238.840348562822,222.54477759338175,233.29285057908393,237.75542189397407,257.9963460769559,243.13005172300376,210.37803981611253,249.87637572309237,243.81695488777103,256.4237897053152
638,132.72499297672383,137.44055322959164,135.90580391990247,133.00086936791155,140.55714911719463,138.70611514820155,146.5685240630637,139.28390880598258,145.23098482454532,131.36553772859233
639,487.16105376683856,478.87279392553484,493.2944620889508,509.93019676079734,525.3426194709182,520.0164817345387,525.1716508644869,519.0542668986992,491.60586518098194,529.1595253206377
640,398.92909820844835,338.66312276653576,370.83388476005473,368.6986125515523,381.4975838246664,355.54615262780095,363.7142397923784,343.8799726026357,373.8730331633281,373.97854656343463
641,320.50069326765697,291.772725828569,336.49404927761947,345.78355418647607,318.20576814031557,356.4925931405635,320.01438960998735,336.7853615173871,341.4863198574337,350.81558337122425
642,326.85684147027604,312.26419850618436,312.32897986405396,307.52943634436934,328.2749206355532,335.1451015749191,319.91770852551304,313.1018803945721,319.8951776535041,332.00247242168246
643,324.59448363544556,390.7225398393965,347.7589688538681,329.1350628028697,358.37963166723307,327.9942177007131,365.4544993129161,315.1885307137629,317.2472073832108,342.4421178040871
644,86.50825435090034,86.48878332849387,92.02712524790186,89.88314730138045,95.45145579669138,102.84653572019795,95.327549291676,98.07256500196527,100.4191802503518,91.7818823203079
645,1065.4628088797067,994.0210327263079,1108.6861170043383,1008.3560989138216,1066.508192862924,1069.7932595926113,877.3808416044216,1023.1889840151845,963.861178386744,973.7144245213707
646,290.65911611298776,294.4495398269962,341.67227843766926,284.33378542788404,340.60449511951765,254.69765799010167,356.0764341189074,289.5227317877166,260.5195365926977,272.40949669712234
647,144.575438778217,131.62540557783592,155.71025930395243,149.18170649916942,133.77588315101414,132.08103155886363,144.34485912015444,139.49257383790166,154.4988807705717,123.86204260998898
648,65.71610853555319,64.05892810029323,73.58536174807554,74.82468037575896,74.28568626588574,69.30047754561397,63.6161535841002,79.5013771611676,68.33800197564508,72.53378614649925
649,1840.3742329718937,1818.6643521038577,1810.472437379503,1928.6996675356568,1804.8442115443277,1704.9600037132611,1778.5452299895248,1921.9092764906407,1818.9518856706727,1812.692175826081
650,467.2307585552364,446.4741141514673,470.6737768108387,500.01592661100926,494.9296690771392,463.4403710827325,491.8166767208476,472.7306298126645,469.1999628938852,496.9706187248899
651,1066.4323908089198,1004.2667690651156,1019.3843755248834,1006.4854819044276,1019.655809823859,997.6534605087097,1073.7401241717582,1062.7310075638493,982.4988152891926,957.5112249174301
652,311.34353060286674,311.61807098932263,318.32482415463784,298.4569438488086,339.57703057918724,339.8773041387319,363.03747220105816,365.9984659860576,322.848682954985,303.6196865382697
653,268.7896570429594,250.3282608184369,246.19300041640088,254.12332072617136,255.83867054226212,252.06865656576124,263.2625930235636,245.4944100527918,240.4560695447065,227.49727229156883
654,891.9076435505654,838.4889090245873,931.6270181808823,889.8525113687134,851.5626110258106,973.0460071768831,832.2307751549157,880.1491046346586,977.406564769398,969.038333360502
655,367.68701382269353,399.6760211444807,334.49543451409147,371.59806891611294,448.8992576703386,367.11375889489887,390.3015380228154,372.9887445553466,346.98595041881197,380.28583231530416
656,545.1205068686871,514.3175034219507,524.0004525467897,531.7228849202371,535.1035326040566,541.679453471104,504.8686231248804,501.52640421749686,518.7984829566857,523.5047174051684
657,1038.5299775126766,977.1294133569221,1060.9919010565113,1038.8471561669435,1071.5427691105428,1022.3660738975099,1048.4096800394875,1068.1562983937451,1091.167441381612,1047.6619126467372
658,1317.3386478241712,1296.0394948936844,1284.74590844603,1292.4092917902965,1311.6612321857501,1282.0062545653714,1139.5799426987678,1192.6249899334732,1177.3283201765385,1240.9040985272907
659,625.5958069933728,551.792899399932,629.563650511313,562.3074730238286,691.2781427342728,527.377685722692,650.5670174276752,629.9597313636875,684.296624850014,552.2137422067814
660,286.6730570706673,292.4188533454307,301.8816754183395,325.5808904850212,316.66457132982,312.3253692116441,204.09376932528198,284.72343605357787,296.6745152832402,255.44507295071475
661,567.420891240588,573.1151074563697,555.7965965120076,556.9762145470557,598.4980947424405,558.1895824159619,569.838311891621,571.1161923625084,551.1851962625801,550.9087865339808
662,646.8188781105923,586.0376577936047,609.759195127263,606.4540344455263,614.4237951175612,583.5331561466037,582.4068528732821,602.6246121822887,650.7896164297648,610.828001176741
663,369.949371657524,543.5778495426898,648.4596446392137,512.4555297234791,680.6952579688701,400.2391768415884,625.9133408867245,432.5626111682426,433.65605426571807,418.89077096898814
664,72.07225673817227,105.31878524846478,58.141520393541164,82.12008671239546,62.16160468998738,54.05226928443942,70.6738727507253,71.57210594824274,64.36604657020521,67.9664412916972
665,5.925222900746599,6.83049089253847,6.631767169888289,7.2018754861668,9.144434408940294,8.51796461486302,5.220778561613088,5.320958313936413,5.19409553019061,3.262389182001465
666,75.19646517674775,77.71990988537016,84.3960506962496,72.3928782635468,75.51864371428219,71.50883874205994,75.02452155206954,76.05840413450285,71.8007323291055,77.20987730736802
667,770.0635144461216,741.5697814953252,728.1316968034881,786.6879833006358,762.2759424711014,782.6011439976618,709.0590735346367,781.9722071167337,760.3748476157471,782.864657374285
668,729.5565360701086,619.9132004633562,626.0206516123316,625.1602045394661,592.2305610464252,616.6585740932933,622.7228650990721,576.3328181604852,600.580026304589,644.5393560574229
669,466.69210192789575,432.44391664246933,447.5080147790372,478.0361767506301,449.31024348647077,452.5037251574763,460.00859992879754,475.2346101956934,451.37708607460365,451.18842387080264
670,410.7795440099415,381.76905853431236,409.26179589516084,430.3354430110837,448.59101830823954,447.7715225936635,404.3202952715913,438.19656703005757,418.37930270633393,410.4085590957843
671,881.1345110037533,831.8430259940094,912.5493318017516,762.2764313280444,961.090331025028,847.5900592073574,986.6304670603992,848.3276872669996,760.5785376365388,807.4413225453627
672,384.92402589759274,399.86062900644123,431.0648660427388,364.20913172900674,528.3222666378763,359.0164345079303,440.47902086498567,346.48828550162415,346.7822603980202,508.4977271679618
673,1603.3653169420297,1617.7186943598542,1848.2644256353046,1660.9208426409095,1944.579389029258,1534.6007114160009,1856.5668651602982,1635.2035226338314,1593.9762577061422,1693.723716989094
674,89.41700013853959,104.0265302147413,104.01881382906974,111.39524290941115,108.50025545888705,101.05881475164645,98.22798182590549,96.71624229449128,111.62213139390018,103.30899076337974
675,133.04818695312818,120.82584565314673,115.82881015900779,113.26585991880512,129.35778562759359,117.88442386742526,112.92350666600159,123.63403141205195,110.50183627954534,110.26875435164953
676,451.07105973501837,431.4285734016866,449.59747566818004,495.05879153611517,442.73447042835636,444.4064007705078,451.40398341058335,503.4043895047685,466.0427675716125,548.9513530247799
677,125.29153151942354,141.31731833076213,120.3711164397532,140.85746080736624,152.88672360115905,143.75379788293517,107.1226415975426,147.94350763062423,125.16751777655413,176.16901582807913
678,471.2168175975568,441.58200580951404,488.75215580820543,472.14373317103906,476.9490396213577,497.0915893142901,480.311627668404,496.1011133876009,472.45900322655376,510.8901459014295
679,658.0229359592769,630.3435446641245,666.6288697621953,646.6723001474968,685.6270877624559,653.8852342619539,583.9537502248712,660.2161609919534,625.2265188203953,638.7758018358869
680,629.2586720592889,594.9911390986889,629.4728043856979,654.7159532878909,684.9078625842246,591.3150003626514,601.0663021768253,660.2161609919534,657.0021620639144,641.6032057936216
681,339.35367522457796,323.6175820167551,330.31651273580576,330.72508726085465,343.4813958324427,335.6709018597872,332.77629276059713,341.1673271876877,352.4855809801903,334.0686522369501
682,164.29027133888297,156.5474669425033,179.875328717518,158.81538409754842,185.35460307559873,197.49058699645377,182.05048206513783,164.11504760435253,180.97858347350422,178.34394194941345
683,298.5235028721605,437.2437210534423,409.4434881463907,341.9487893172185,310.8080234499369,329.8870987262382,643.5092982610502,310.9108975594218,305.535031187683,402.3613324468474
684,681.0774396094546,584.7454027598811,624.2945752256483,632.5491417265723,671.2425841978306,641.2660274251198,624.2697624506612,654.4778726141789,673.0936737064657,626.5962155564148
685,978.3081665759976,1379.759160292771,759.2010717637868,755.8228026456352,905.0935135770228,1072.106780846031,1275.610228554131,738.4655479616065,1007.9600678881662,1309.958002879655
686,355.7288366957322,354.07787924023745,363.92957921332174,406.0174218889621,386.42941361825217,387.40964989080703,358.4934612307653,434.75359400339283,349.9394557202929,454.55955935887084
687,304.6641884238433,307.8336098191324,302.9718289257184,287.6073651943235,338.24132667675775,345.0301469304392,309.1861081488639,268.96922614368776,250.74241559469183,407.03742360771616
688,637.7694467712703,661.9114890593698,658.0893339543941,637.9739310538149,625.3149192450632,704.5723817232375,613.6348431584864,704.2444827268782,685.2132299435771,715.7681865311216
