,DFC_126_2_Acetyl_norm,DFC_127N_2_Acetyl_norm,DKO_127C_2_Acetyl_norm,DKO_128N_2_Acetyl_norm,DKO_128C_2_Acetyl_norm,S3FL_129N_2_Acetyl_norm,S3FL_129C_2_Acetyl_norm,S3KO_130N_2_Acetyl_norm,S3KO_130C_2_Acetyl_norm,S3KO_131_2_Acetyl_norm
13115,122.59824838272054,139.74815150409788,410.80618003061426,301.6369927647783,386.223920710186,102.4258954923035,166.19478421134994,105.16717608721382,108.87231611321104,116.14105487925217
13118,30.595696432946074,26.583532122311883,66.68105620134253,60.79505280530415,76.75160116267864,23.13521253419586,27.0707036528086,19.614513000393053,22.202212266304965,20.87929076480938
13121,5.494297598874119,4.799804410972979,21.439685645118306,16.180837131257874,15.925700375120734,6.625083589337905,6.090908321881934,5.112293282017339,7.5365307692961805,5.763554221535922
13122,49.23321573893084,17.630050817227673,77.94597577759112,59.48562089872838,67.81265966180442,30.706736636296323,2.4170271118579105,18.46685532483814,12.017711226715532,20.00932031627565
13123,41.69202295616244,43.65975935365805,1137.9385694523385,831.0216064232729,1053.8703790168604,48.79426643575854,77.73159191735041,289.31406675579757,305.4331861772871,294.2675042165322
13125,102.88341582205459,123.50265965157396,363.20281020840247,277.9736875959445,321.3909082153397,87.38800734507618,138.15726971379817,90.14329378904043,105.20589573895884,82.42969999857036
13127,346.2484800545376,378.90763667392457,1095.4225826645616,813.7183990863787,999.0037725632186,277.30707023942944,435.16156121889827,289.00106920791893,318.57119251835746,284.15409775232763
13128,9.588087966662679,6.2766673066569725,25.618607423404075,21.231503056621605,21.679501800970808,6.099283304469817,5.220778561613088,6.259950957572251,6.212545634149554,6.633524670069646
13133,11.958177126961319,13.56867785409669,38.51875726072102,36.75762423459159,44.07822878017287,11.041805982229842,11.795092305866604,20.031843064231204,16.295201663343093,20.11806662234237
13140,419.290318721923,460.68891952242575,1304.0052870763905,998.0677053621547,1151.1712709861465,288.24371616468574,504.6752609559317,344.9232977622311,363.79037713413453,351.1418222894244
13610,22.084921720964598,25.752796743489636,87.03058833908193,62.19801556234964,81.0669522320662,22.60941224932777,41.379504155007425,24.935471314329465,28.516602910850413,18.595618337408354
13644,8.187580735577118,8.491961650182962,28.1622989406215,24.879206224939857,34.52280855510043,11.146966039203459,9.281384109534377,7.720606181005777,5.295940540586505,3.044896569868034
