,CrATFL_126_1_Acetyl_norm,CrATFL_127N_1_Acetyl_norm,CrATFL_127C_1_Acetyl_norm,CrATKO_128N_1_Acetyl_norm,CrATKO_128C_1_Acetyl_norm,CrATKO_129N_1_Acetyl_norm,DFC_129C_1_Acetyl_norm,DFC_130N_1_Acetyl_norm,DKO_130C_1_Acetyl_norm,DKO_131_1_Acetyl_norm
28240,140.18280539554908,124.80780012554882,129.08428850084644,179.62863023838077,196.6019480437767,214.30424485320108,142.24113352384086,115.53903290912459,354.87561918229846,297.54407622176706
28241,13.817301607088172,5.17679412285459,4.444926308180938,6.443200867246266,9.739728784599764,6.7792183216074,5.8745491841261295,6.086340627346335,14.220119095106833,12.572284910778889
28251,22.10768257134108,26.354588261805183,26.3974195036868,25.772803468985064,31.327787430877592,28.938155820592783,22.824068141604798,28.504361938072,39.83724540614488,33.43084851275296
28252,128.75212861150342,113.60710011428162,135.43418322681921,151.2199718691586,145.0918360180068,154.91019776687952,136.27028025472907,156.11463709143348,207.55100296902253,198.39446567539719
28260,128.62651677871173,118.87801776664266,113.39097724951374,160.98239742559232,159.14917653186214,170.08755221823938,136.75180067965744,169.50458647159542,239.33715153455546,261.63686855992125
28278,44.96903613943241,61.46266476770994,50.164168335184876,71.8514520953523,107.7394740811912,117.37154109051617,76.27283530865401,57.11016288659977,336.99591061418624,153.15328891312467
28281,8.164769131461194,10.35358824570918,6.622033071371602,12.203031945542172,13.053244762865663,10.0170539378975,7.993239053810964,10.143901045577223,16.834111575825002,14.953399477214285
28283,39.69333916218057,37.27291768455304,29.11880295767513,40.221193292506996,45.38512794473292,37.53865667636337,37.55859314441296,29.41731303217395,434.3409905961308,324.59353769647316
28425,55.77165375951953,48.19124710730091,51.25272171678021,48.51925501547568,56.329771630520284,50.9959109565691,50.27073236252196,55.38569970885165,71.72795367090653,63.147158301866696
28426,31.277346365135955,27.201700027363206,39.00649617383272,47.64063671539663,36.448675760924885,50.6923638675419,52.58203040217814,54.97994366702856,42.6603572853205,39.716990968142404
28765,45.597095303390965,50.638458874468526,50.43630668058371,57.891183549652055,60.04492590918205,48.26398715532433,53.25615899707786,49.60367611287262,221.8756817633581,188.67951824434076
28801,64.06203472377244,56.94473535140048,57.7840420063522,77.3184104069552,103.92391022743047,74.2678544486542,65.29416962028714,54.4727486147497,128.81754944979133,106.67393257630573
28839,17.962492089214624,17.506976488199157,21.680354850107026,27.13954304688579,29.018367203601358,21.65302568394005,26.002102946132048,23.7367284466507,110.31048268630668,81.33887358943312
28887,24.745531059967,29.837158853543723,23.041046577101188,30.654016247201934,31.528606581075525,34.30082106007326,29.757962260573343,38.54682397319345,600.2772332721202,486.033105300793
28889,31.52857003071938,24.942735319208477,28.211675139679016,37.19484137001254,36.247856610726956,34.90791523812766,38.5216339942697,20.38924110161022,564.5178161358956,475.8419349564495
28895,37.80916167030491,26.44871179131163,26.578845067286018,34.16848944751808,33.43638850795589,38.651662669463086,23.78710899146154,23.7367284466507,239.54627093301292,210.68101683820382
28901,53.51064076926875,46.96764122371709,35.10584655644946,69.11797293955085,87.65755906139788,62.63188270261165,72.90219233415542,55.38569970885165,1166.3634448964465,972.1614551842434
28903,84.28553980323785,67.95718830365479,68.76028860410513,125.05667137791616,143.68610196662127,115.34789383033487,69.2426371046998,49.50223710241685,192.28528688162845,166.29704131984803
28906,9.295275626586589,10.35358824570918,6.894171416770434,8.688558745226027,12.24996816207393,13.356071917196667,9.823016668538774,5.274828543700156,16.834111575825002,18.28695987022384
28908,3.3915194853761883,3.011952944206307,2.2678195449902745,9.860049811998074,10.643414960490464,7.183947773643662,1.3482571897994395,4.564755470509751,19.970902552686805,16.28682363441811
28910,12.309959613587646,11.106576481760756,10.794821034153708,13.862644290135906,11.547101136381164,15.582083903396112,9.148888073639053,9.02807193056373,20.70282044728789,20.858563601974065
28911,78.8842309931943,82.82870596567344,68.66957582230552,84.54260531871616,84.34404308313198,82.26126112637039,79.73978236813828,68.77564908901357,583.9659201924387,514.3207463500455
28926,56.148489257894674,51.86206475805234,48.80347660819071,74.68255550671809,71.59202704556321,60.102323627385005,53.35246308206354,40.27128715094158,126.72635546521678,107.43588923756505
28930,36.678655175179514,26.825205909337416,25.5810044674903,30.36114348050892,49.70273967398849,41.58595119672599,27.54296830590284,11.86836422332535,74.7601849485396,51.24158546968972
28994,15.19903176779699,13.365541189915485,13.606917269941649,20.208220901817835,14.760207539548096,17.80809588959556,12.519531048137653,12.17268125469267,28.858476987128576,25.811281900159692
29148,16.70637376129752,15.059764721031533,13.425491706342427,15.327008123600967,13.053244762865663,11.838336472060682,13.289963728023048,16.433119693835103,13.801880298191927,13.048507824065968
29150,17.711268423631203,18.44821178326363,22.678195449902745,23.722694102133982,34.540893834044525,32.47953852591008,16.75691078750732,15.824485631100469,45.065230367581215,36.00245224450318
29750,20.97717607621568,21.366041197963487,26.488132285486408,29.970646458251572,27.311404426918926,29.84879708767437,24.750149841318283,25.258313603487284,39.419006609229974,45.52691051024477
29752,58.03266674977033,53.08567064163615,44.539975863608994,68.92272442842217,81.13093667996505,65.86971831890175,54.41180801690595,45.24179866327442,134.35921350891383,114.293499188899
29757,14.319748938255016,16.283370604615346,15.421172905933867,20.891590690768197,22.09010652177266,18.819919519686216,13.675180067965744,14.810095526542746,95.14932629814132,80.0054494322293
29863,91.31980243957366,71.06326477736755,96.79053818018492,104.36032919827666,77.91783027679811,90.86176198214096,89.17758269673435,96.77281597480672,96.2994829896573,92.6729789256656
29868,29.393168873260294,26.16634120279229,24.311025522295743,28.408658369222177,34.64130340914349,28.128696916520255,26.29101520108907,32.359044335391346,35.55029773776708,31.24022311163239
29874,26.001649387884108,29.93128238305017,35.377984901848286,49.59312182668338,35.946627885430054,36.62801540928177,43.91466275346746,45.44467668418596,40.046364804602334,26.382749396104185
29988,258.3835400525488,218.55483551397012,187.3218944161967,322.35529187344196,393.0030769373554,301.01752995197035,219.1880974273946,152.25995469411413,522.9030558428624,449.5544301430027
29993,108.15178803366288,102.40640010301442,88.89852616361877,140.96942503490317,171.9011925694309,140.74466694561033,98.3264707703734,70.39867325630594,233.06356958083188,210.5857722555464
29997,43.964141477098735,49.132482402365376,47.98706157199421,60.038917172067485,63.35844188744795,62.12597088756632,51.42638138235005,36.21372673271069,121.81204960146663,104.38806259252775
30191,12.435571446379356,10.824205893241414,12.971927797344371,13.472147267878558,19.077819268803662,20.236472601813134,17.816255722349737,13.085632348794618,26.976402401011494,20.57282985400182
30373,29.016333374885164,24.283870612663346,19.593960868715975,22.64882729092627,27.010175701622025,18.819919519686216,21.09059461186266,23.12809438391607,77.8969759254014,71.43343699306187
30376,248.5858170947954,269.6639120359709,236.216083806187,330.55572934084637,419.5112047634826,327.52730906034554,271.095999234673,179.8513655380842,911.5514578760395,682.1417009924122
30378,121.59225414237592,105.79484716524652,81.18793971065183,152.97720846931665,187.96672458526555,140.238755130565,94.57061145593212,64.51521064987115,219.78448777878356,195.06090528238764
30384,22.3589062369245,23.907376494637557,21.22679094110897,32.020755825102654,25.805260800434425,32.17599143688288,32.839692980114926,25.055435582575743,244.77425589444925,194.77517153441536
30385,302.598905195231,373.482165081582,332.7344836409731,505.1078982898815,708.6907810485066,537.6830770301749,358.4438043166796,221.64423784586234,899.5270924647359,688.713577195774
30391,12.561183279171066,11.106576481760756,10.522682688754873,12.593528967799521,27.311404426918926,18.111642978622754,7.5117186288825915,5.173389533244384,33.668223151650004,31.71644602491947
30394,31.277346365135955,33.41385297478871,29.300228521274345,47.445388204267964,64.86458551393244,56.662123285076774,34.38055833988571,26.37414271850078,97.65875907963077,78.95775902299773
30395,302.598905195231,267.6873179163355,206.2808658123154,339.6347851083297,482.7692370758316,356.36428251792927,239.7971716143289,151.75275964183527,571.627875683449,484.6044365609318
30396,102.4992555580359,78.5931471378833,75.01947054827829,132.28086628967714,153.52624032632,111.0982345839541,86.57737240212116,49.907993144239946,178.0651677865216,147.43861395367972
30397,120.58735948004224,128.1962471877809,120.01301032088534,179.53100598281642,213.47075666040308,168.97454622513968,135.01832714991528,91.90374347292965,300.0863367864457,239.9211037140305
30402,48.23494379201689,54.68577064324575,49.5291788625876,82.19962318517207,123.80500609702587,76.39268407184458,47.57421798292308,34.184946523595244,146.2790192209887,106.95966632427798
30870,77.25127716690206,69.65141183477084,68.30672469510706,77.51365891808388,80.32766007917331,70.1193775652825,75.69501079873996,64.81952768123845,214.76562221580468,211.34772891680575
30938,8.541604629836325,7.059264712983531,6.803458634970824,9.860049811998074,10.643414960490464,7.48749486267086,8.37845539375366,5.579145575067473,14.847477290479194,19.42989486211283
